text,date,user
"[Media-image] https://ton.twitter.com/1.1/ton/data/dm/639459289044795396/639459289078329344/1KZLfZqj.png here’s the latest on the timeline – have added a couple more suggested points to add some depth to the US investigation, but i think any more (such as delving into the icelandic story, and diverting somewhat from the theme with snowden stuff) will just make it all a bit overwhelming. people more likely to read if there aren’t too many points – and then they’ll at least get the salient facts – and the central point re ongoing US investigation whilst swedish prosecutor twiddles her thumbs… feel free to make any further suggestions though of course!",2015-09-03 08:25:49,Bean
maybe a subtitle would be good too? something like ‘sweden stalls while US investigates’?,2015-09-03 08:27:31,Bean
[Tweet] https://twitter.com/SomersetBean/status/639800082313908225,2015-09-04 07:04:53,Bean
"cool, ta 🙂",2015-09-04 07:08:40,Bean
larger png here too: http://somersetbean.com/assange-case-timelineLARGE.png,2015-09-04 07:10:43,Bean
[Tweet] https://twitter.com/SomersetBean/status/642321523496353792,2015-09-11 06:06:27,Bean
sorry to disappoint but MT is certainly not a man of his word – he’s a multimillionaire career politician – just one example: http://www.abc.net.au/news/2013-09-05/no-internet-filter-says-turnbull/4939156,2015-09-14 06:22:41,Bean
he’s smarter than abbott which just makes him more dangerous – and possibly electable,2015-09-14 06:24:06,Bean
would he still do this in power? – i’m sceptical – haven’t time to expand or find decent material on him at the moment (sorry!) – but my impression of him over the years is as a very slippery character – a cunning manipulator,2015-09-14 06:45:13,Bean
so unpopular now he would lose the next election – seen as mismanaging economy (amongst other things) as the australian economy slides due to too many eggs in the chinese resources market basket (try repeating that fast!)…the usual internal factional battles within the liberal party (not that they have ‘official’ factions like labor)…abbott knifed turnbull in the back to get leadership when in opposition (by one vote in 2009) so payback time… turnbull has had his eye on being pm for years and the time was right to roll abbott – now gives them chance to win next election with a new (old) face – turnbull has credibility in eyes of many liberal Liberal voters… that’s my quick and crude analysis!,2015-09-14 08:24:45,Bean
FYI – Malcolm Turnbull: no changes to climate change policy http://www.theguardian.com/australia-news/2015/sep/15/malcolm-turnbull-holds-the-line-on-climate-policy-and-marriage-equality-plebiscite,2015-09-15 01:53:49,Bean
He’s ‘Not-Tony’ – doubt if there will be much more substantial difference. And he’s a more proficient con artist.,2015-09-15 02:08:47,Bean
last word on turnbull ‘coup’ from first dog sums it up: “We have gone from having an angry babbling man-sized toddler as a Prime Minister to a smug and glossy merchant banker” http://www.theguardian.com/commentisfree/picture/2015/sep/15/the-glow-was-coming-from-malcolm-the-age-of-turnbull-had-dawned,2015-09-15 03:08:05,Bean
[Tweet] https://twitter.com/WikiLeaksShop/status/649996468305195009 FUBAR tees,2015-10-02 10:26:04,Bean
WLs for J: Message from a friend & supporter who has been chatting to a nurse who is also a supporter:,2015-10-15 01:05:17,Bean
"Concerned that acupuncture may not have been tried – particularly to relieve the immediate pain, but also for longer term benefits.",2015-10-15 01:05:27,Bean
"Other things that doctor possibly has not considered: orthotic braces, splints, physical therapy, NSAIDS like Advil, nerve stimulator. As well as increased protein and calcium and vitamin D + glucosamine.",2015-10-15 01:05:45,Bean
Hope this helps – particularly acupuncture for the pain now.,2015-10-15 01:05:55,Bean
"Indeed 🙂 I can’t speak for other things, but acupuncture for the pain definitely worth a go.",2015-10-15 01:20:07,Bean
WL did you get that message earlier re acupuncture etc?,2015-10-15 10:20:24,Bean
@WL There is an excellent (& very kind) acupuncturist from Bristol who would be happy to come and see JA next week. Her availability should be known later today. I will be offline shortly until Sunday evening – but I understand that further contact about this should be coming from Lauri Love.,2015-10-16 04:08:21,Bean
Be good to get a bit of promo on this one day sale @WikiLeaksShop today…,2015-10-21 12:07:04,Bean
[Tweet] https://twitter.com/WikiLeaksShop/status/656869669354274817,2015-10-21 12:07:07,Bean
[Tweet] https://twitter.com/WikiLeaksShop/status/656908980825038848,2015-10-21 12:07:16,Bean
[Tweet] https://twitter.com/WikiLeaksShop/status/656783752958451712,2015-10-21 12:07:26,Bean
Thanks all!,2015-10-21 12:07:35,Bean
[Tweet] https://twitter.com/SomersetBean/status/664526339257589760 WikiLeaks gets a mention in this ‘Pirate Bay Song’ (1:11),2015-11-11 11:35:10,Bean
[Tweet] https://twitter.com/SomersetBean/status/666626697492611073 an update…,2015-11-17 08:23:00,Bean
[Tweet] https://twitter.com/SomersetBean/status/673858191353081856,2015-12-07 05:36:02,Bean
oooops – fixing now – thx,2015-12-07 09:05:41,Bean
[Tweet] https://twitter.com/SomersetBean/status/673911831094763520,2015-12-07 09:08:26,Bean
pdf also corrected: http://somersetbean.com/assange-detained-5-years.pdf,2015-12-07 09:10:40,Bean
cool – thx emmy 🙂 x,2015-12-07 09:15:09,Bean
wl re 1/5 – righto – understood,2015-12-07 10:03:48,Bean
thanks for that – helps me focus 🙂,2015-12-07 10:12:02,Bean
[Media-image] https://ton.twitter.com/1.1/ton/data/dm/678923195932647427/678923195978772480/ubV1bJv5.png em & wl: re justice for assange logo for partners page: didn’t have anything specifically but have thrown a couple of options together,2015-12-21 05:01:18,Bean
[Media-image] https://ton.twitter.com/1.1/ton/data/dm/678923261930053635/678923261967785984/y56j420Q.png,2015-12-21 05:01:34,Bean
thx – just a quick one to start off – definitely more potential for getting infographics out there,2016-01-29 05:28:05,Bean
i’m updating the ‘assange case’ timeline. here are the new points – just after feedback/suggestions before popping them on…,2016-01-30 06:40:35,Bean
"DECEMBER 13, 2015 Ecuador & Sweden sign bilateral judicial agreement after months of negotiations.",2016-01-30 06:40:40,Bean
"JANUARY 20, 2016 Sweden submits old paperwork to Ecuador re questioning Assange —a copy of the original June letter with some sections crossed out by hand.",2016-01-30 06:40:48,Bean
"JANUARY 21, 2016 Ecuador requests Sweden submit a new application. Swedish prosecution issues press release hinting that now it is re-considering whether it will question Assange after all.",2016-01-30 06:40:56,Bean
[Tweet] https://twitter.com/SomersetBean/status/694197447434854400,2016-02-01 08:57:59,Bean
[Tweet] https://twitter.com/SomersetBean/status/694537772875567108,2016-02-02 07:10:14,Bean
have uploaded that gif here: http://somersetbean.com/assange-pre-UN-decision-GIF.gif,2016-02-02 08:27:03,Bean
also uploaded it here as seem to have a server problem: https://drive.google.com/file/d/0BwVLi1tpXDida0tnUmxwWWt1Ylk/view?usp=sharing,2016-02-02 09:08:42,Bean
o cool – no probs (server connection is back too – yay) – more soon 🙂,2016-02-02 09:18:27,Bean
[Tweet] https://twitter.com/Scottludlam/status/695247240122671104,2016-02-04 06:21:04,Bean
[Tweet] https://twitter.com/Snowden/status/695239015797235712,2016-02-04 06:21:21,Bean
[Tweet] https://twitter.com/medialens/status/695300827595030528,2016-02-04 15:57:31,Bean
i see they closed the comments section on that one pretty fast,2016-02-04 16:01:28,Bean
wl – new release – slight grammar fix needed in first sentence of intro – ‘grab’ –> ‘as they grab’ or similar,2016-02-05 00:10:45,Bean
supporters have started using the hashtag #UN4JA,2016-02-05 00:23:06,Bean
[Tweet] https://twitter.com/SomersetBean/status/695524406139944960,2016-02-05 00:32:56,Bean
[Tweet] https://twitter.com/ABCNews24/status/695536187289636864,2016-02-05 01:22:25,Bean
solidarity & a hug to ya – there in spirit 🙂,2016-02-05 02:57:52,Bean
[Tweet] https://twitter.com/aiww/status/695526629465047040,2016-02-06 13:40:59,Bean
[Tweet] https://twitter.com/SomersetBean/status/696680276433498112,2016-02-08 05:02:38,Bean
[Tweet] https://twitter.com/SomersetBean/status/696684941824942080 Binoy Kampmark in Counterpunch:,2016-02-08 05:24:00,Bean
[Tweet] https://twitter.com/SomersetBean/status/697065645846962176,2016-02-09 06:33:20,Bean
[Tweet] https://twitter.com/SomersetBean/status/697100938574741504,2016-02-09 08:55:47,Bean
"note to WL: if you save and use the full size image of the infographics, then they’ll expand when clicked on – easier to read 🙂",2016-02-09 09:17:55,Bean
🙂,2016-02-09 09:27:32,Bean
[Tweet] https://twitter.com/SomersetBean/status/697113585965727744,2016-02-09 09:44:58,Bean
"good one, eh? was just tweeted by wl: http://www.firstpost.com/world/britain-sweden-should-accept-ruling-on-julian-assange-un-high-commissioner-for-human-rights-2618960.html",2016-02-09 09:54:51,Bean
disappears?,2016-02-11 15:21:40,Bean
[Tweet] https://twitter.com/SomersetBean/status/698199726395695104 Gearing up the campaign for Lauri Love – extradition hearing looks to be late June/early July,2016-02-12 15:01:14,Bean
aaw too kind – thx – just ripping off other folks’ words and images really – ha!,2016-02-18 09:38:26,Bean
well i immensely appreciate all your commentary and analysis – really helps inform my efforts 🙂,2016-02-18 09:52:40,Bean
ref flyer – good thinking – here when you need me of course 🙂,2016-02-23 14:12:25,Bean
Just saw this comment on the WL FB page: ‘I love you guys whistleblowers I would give my blood f u but I’m confused there are many wikileaks sites they attacking Julian Assange can you clear that up f me by any chance?!’,2016-03-01 09:39:39,Bean
"can someone suggest a good link to give a quick explanation of this? – if so, I’ll post it as a reply for them",2016-03-01 09:40:19,Bean
"[Tweet] https://twitter.com/SomersetBean/status/704727056920285185 h – no probs, link updated",2016-03-01 09:57:20,Bean
and thx for that other link,2016-03-01 09:57:31,Bean
[Tweet] https://twitter.com/SomersetBean/status/705740878862802944,2016-03-04 05:07:02,Bean
[Tweet] https://twitter.com/SomersetBean/status/709689578404192256,2016-03-15 03:37:30,Bean
cheerz 🙂,2016-03-15 06:48:49,Bean
there’s a very cool new campaign brewing here https://twitter.com/JA_4_Me,2016-03-16 05:38:19,Bean
website is on the way… feel free to follow now… save retweeting that one and only tweet until the site launches,2016-03-16 05:40:07,Bean
[Tweet] https://twitter.com/JA_4_Me/status/711014951633162240,2016-03-19 01:10:10,Bean
[Tweet] https://twitter.com/JA_4_Me/status/710081560549036032 if y’all could retweet this:,2016-03-19 02:59:01,Bean
and also visit http://ja4me.org/,2016-03-19 02:59:38,Bean
should be some movement on this – looks promising,2016-03-19 03:21:28,Bean
em – yay – only just begun! 🙂,2016-03-19 18:21:23,Bean
Would be great if anyone/everyone would like to post comments on this article about the #JA4me campaign at Mintpress – the more comments the more chance of having it on the front page http://www.mintpressnews.com/MyMPN/new-mass-movement-aims-liberate-julian-assange-ja4me/,2016-03-26 04:51:38,Bean
thanks em!,2016-03-27 05:21:46,Bean
pretty sure that tweet was a joke to highlight the issue/Obama’s hypocrisy,2016-03-29 06:57:29,Bean
a central intention of the campaign is not having control centered in any one person – and is not a political party – but of course time will tell!,2016-03-29 06:59:15,Bean
"wl – fully understand the power issues related to the leaderless concept – these are of course fundamental and recurring issues with regards to organisation of political movements – various different forms of organisation and their consequent crises of power will no doubt continue to unfold! my philosophy is to participate with good faith if the intention is positive, whilst always maintaining vigilance around the power issues. other folks are better equipped than I to deal with specific strategies as my energies are focused elsewhere (how’s that for a cop out? typical ‘artist’ – ha)",2016-03-29 17:05:34,Bean
"from what i understand passes to the ja4me assets are not being held exclusively by one person and that, apart from practical aspects of this, it would seem to be a significant measure of goodwill with regards to wl",2016-03-29 19:34:48,Bean
[Tweet] https://twitter.com/SomersetBean/status/716629433369567233,2016-04-04 05:46:17,Bean
[Tweet] https://twitter.com/SomersetBean/status/716914828984455169,2016-04-04 05:46:38,Bean
[Tweet] https://twitter.com/WikiLeaksShop/status/717917121662025728,2016-04-06 22:50:08,Bean
"anyone know how many panama docs have been published so far? also, how many snowden docs have been published?",2016-04-06 23:42:33,Bean
wl – what’s the total number of docs published by wl so far?,2016-04-06 23:42:54,Bean
great – thanks! is the total number of snowden docs known? 1.7m?,2016-04-06 23:53:22,Bean
but hasn’t suggested any other figure i guess?,2016-04-07 00:00:03,Bean
righto – thx,2016-04-07 00:01:45,Bean
[Tweet] https://twitter.com/SomersetBean/status/717978921044721664,2016-04-07 00:47:49,Bean
[Tweet] https://twitter.com/SomersetBean/status/720117889051860992,2016-04-12 22:18:24,Bean
[Tweet] https://twitter.com/SomersetBean/status/729360329088577540 Decision on Lauri Love’s NCA case is this coming Tuesday:,2016-05-08 10:24:43,Bean
[Tweet] https://twitter.com/SomersetBean/status/729361025619873797 PDF of the infographic:,2016-05-08 10:25:10,Bean
Download the png: http://somersetbean.com/lauri-love-infographic-encryption.png,2016-05-08 10:25:39,Bean
🙂,2016-05-08 11:31:03,Bean
[Tweet] https://twitter.com/SomersetBean/status/733224138534424576,2016-05-19 02:14:58,Bean
[Tweet] https://twitter.com/SomersetBean/status/736507936508416000,2016-05-28 03:47:00,Bean
[Tweet] https://twitter.com/SomersetBean/status/736508852221452288,2016-05-28 03:47:03,Bean
have a couple more to tweet later today/this eve too,2016-05-28 03:47:51,Bean
cheers!,2016-05-28 03:53:41,Bean
[Tweet] https://twitter.com/SomersetBean/status/736692495967526912,2016-05-28 15:57:39,Bean
[Tweet] https://twitter.com/SomersetBean/status/736695711186685952,2016-05-28 16:33:41,Bean
[Tweet] https://twitter.com/SomersetBean/status/740248020470628352,2016-06-07 11:26:14,Bean
[Tweet] https://twitter.com/SomersetBean/status/740265617505320961 oops – used old hashtag – this one better:,2016-06-07 12:41:33,Bean
[Tweet] https://twitter.com/SomersetBean/status/740310197428621312,2016-06-07 15:32:20,Bean
[Tweet] https://twitter.com/SomersetBean/status/741323824394821636,2016-06-10 10:46:23,Bean
you’ll have them soon!,2016-06-10 10:50:50,Bean
[Tweet] https://twitter.com/SomersetBean/status/742832372282982400,2016-06-14 14:48:18,Bean
[Tweet] https://twitter.com/SomersetBean/status/742835958706544640,2016-06-14 16:53:13,Bean
[Tweet] https://twitter.com/SomersetBean/status/742867136129990656,2016-06-14 16:53:36,Bean
[Tweet] https://twitter.com/SomersetBean/status/743052048875311104,2016-06-15 05:07:32,Bean
collection of A3 print ready pdf posters for the 19th is here: https://www.dropbox.com/sh/ru2iem2snw73zvg/AACY3W563p1PvMTaXHaNfEYEa?dl=0,2016-06-15 08:49:06,Bean
🙂,2016-06-15 08:53:20,Bean
wl – no ‘first they came for assange’ event in london on the 19th?,2016-06-15 10:27:12,Bean
aaah righto,2016-06-16 12:58:09,Bean
Vids are up on the site now: https://freeassangenow.org/brian-eno/,2016-06-17 16:21:14,Bean
[Tweet] https://twitter.com/SomersetBean/status/744119760485552128,2016-06-18 03:49:45,Bean
[Tweet] https://twitter.com/SomersetBean/status/744184195556188162,2016-06-18 08:05:49,Bean
[Tweet] https://twitter.com/SomersetBean/status/745757999332007936,2016-06-22 16:19:40,Bean
[Tweet] https://twitter.com/SomersetBean/status/745765406548369408,2016-06-22 16:49:44,Bean
[Tweet] https://twitter.com/SomersetBean/status/745770278408564740,2016-06-22 17:08:11,Bean
[Tweet] https://twitter.com/SomersetBean/status/745772964721922049,2016-06-22 17:19:35,Bean
[Tweet] https://twitter.com/HugoSwire/status/753973933955776512 arbitrarily hugo is off to the backbenches,2016-07-16 12:49:21,Bean
[Tweet] https://twitter.com/Undercoverinfo1/status/755836627818250241 The Canary,2016-07-20 15:43:19,Bean
[Tweet] https://twitter.com/SomersetBean/status/765527488911081472,2016-08-16 05:36:31,Bean
WL – should title at https://wikileaks.org/WikiLeaks-offers-award-for-LabourLeaks.html#LabourLeaks’ rather than ‘award’?,2016-09-24 04:30:36,Bean
[Tweet] https://twitter.com/SomersetBean/status/779650410353160192,2016-09-24 04:56:01,Bean
[Tweet] https://twitter.com/SomersetBean/status/782956253630832640,2016-10-03 07:52:41,Bean
[Tweet] https://twitter.com/WikiLeaksShop/status/783090182014853120,2016-10-03 17:01:51,Bean
[Tweet] https://twitter.com/SomersetBean/status/784045847420035072,2016-10-06 08:01:47,Bean
[Tweet] https://twitter.com/SomersetBean/status/784540737518133250,2016-10-07 16:57:25,Bean
[Tweet] https://twitter.com/SomersetBean/status/784542679837372416,2016-10-07 16:57:43,Bean
[Tweet] https://twitter.com/SomersetBean/status/784545375696936964,2016-10-07 17:06:33,Bean
cheers – have a few older ones but of course they’re best in the moment,2016-10-07 17:07:05,Bean
[Tweet] https://twitter.com/SomersetBean/status/784550985905602564,2016-10-07 17:29:07,Bean
sure…,2016-10-07 17:29:15,Bean
[Media-image] https://ton.twitter.com/1.1/ton/data/dm/784551749583536131/784551749617086464/15BGmG0q.jpg,2016-10-07 17:31:28,Bean
[Media-image] https://ton.twitter.com/1.1/ton/data/dm/784551834593689603/784551834648272896/_1zvAwdP.jpg,2016-10-07 17:31:48,Bean
[Media-image] https://ton.twitter.com/1.1/ton/data/dm/784551900788252676/784551900830138368/U1MVnn4w.jpg,2016-10-07 17:32:04,Bean
[Media-image] https://ton.twitter.com/1.1/ton/data/dm/785521895244500995/785521895277985792/mokgE-kZ.jpg,2016-10-10 09:46:28,Bean
[Tweet] https://twitter.com/SomersetBean/status/785883241618165760,2016-10-11 09:43:12,Bean
[Tweet] https://twitter.com/SomersetBean/status/787258403714371588,2016-10-15 11:42:17,Bean
[Tweet] https://twitter.com/SomersetBean/status/788382013589950472,2016-10-18 07:12:24,Bean
[Tweet] https://twitter.com/SomersetBean/status/788730693102686208,2016-10-19 06:21:29,Bean
[Tweet] https://twitter.com/SomersetBean/status/788787976989999104,2016-10-19 10:12:12,Bean
[Tweet] https://twitter.com/SomersetBean/status/788789527125102593,2016-10-19 10:12:46,Bean
[Media-image] https://ton.twitter.com/1.1/ton/data/dm/790276650462285828/790276650487443457/T59LK0OR.jpg,2016-10-23 12:40:10,Bean
🙂,2016-10-23 12:41:26,Bean
[Tweet] https://twitter.com/SomersetBean/status/790909372809506816,2016-10-25 06:35:01,Bean
thx em,2016-10-25 07:32:55,Bean
graphic 3 and 4 need to go up at https://wikileaks.org/10years/graphics.html,2016-10-25 07:35:20,Bean
[Tweet] https://twitter.com/WikiLeaksShop/status/792508931889332224 @EmbassyCat may like to retweet this:,2016-10-29 16:44:07,Bean
[Tweet] https://twitter.com/SomersetBean/status/793529714887495681,2016-11-01 13:38:20,Bean
cheers!,2016-11-01 13:43:05,Bean
[Tweet] https://twitter.com/SomersetBean/status/796056815691776004,2016-11-08 10:30:45,Bean
[Card-summary] http://www.counterpunch.org/2016/11/09/dont-mourn-hillarys-loss/,2016-11-09 03:57:27,Bean
"yes all of these challenges for the establishment are absorbed & manipulated to suit, but process is chaotic and so more cracks appear + establishment must embrace more overtly repressive tactics in that process – complete with xenophobia and all that other fun stuff (due to where the challenges are coming from) – also not necessarily in their interests re maintaining power and their global economy",2016-11-09 04:29:43,Bean
‘fun’ times,2016-11-09 04:30:13,Bean
[Tweet] https://twitter.com/cnntech/status/796838279417131008,2016-11-10 15:48:24,Bean
[Tweet] https://twitter.com/SomersetBean/status/797578184241909762,2016-11-12 15:16:01,Bean
[Tweet] https://twitter.com/SomersetBean/status/797830511192326144 revised edition – thanks wl for edits,2016-11-13 07:57:47,Bean
no worries!,2016-11-13 08:14:55,Bean
[Tweet] https://twitter.com/SomersetBean/status/797841686324006912 update on this one:,2016-11-13 08:42:37,Bean
another right winger who’s had a wikileaks *revelation* – was a john howard frontbencher in the early 2000s – in right wing of liberal (tory) party – evangelical,2016-11-14 10:08:13,Bean
[Tweet] https://twitter.com/SomersetBean/status/798600912063307776,2016-11-15 16:02:02,Bean
"‘in the world of misinformation manipulation, Julian Assange is manifestly no innocent.’—demented rave here:",2016-11-16 04:47:44,Bean
[Card-summary_large_image] https://www.thestar.com/news/gta/2016/11/15/julian-assange-now-the-hero-of-the-alt-right-dimanno.html,2016-11-16 04:47:51,Bean
ha same right now – sending them infographics…,2016-11-23 13:37:05,Bean
WikiLeaks Art Force has lift off…,2017-01-06 11:15:22,Bean
[Tweet] https://twitter.com/WLArtForce/status/817444072277282816,2017-01-06 11:15:24,Bean
Up the WAF indeed (sounds wrong)… thx for that link Em,2017-01-06 18:08:48,Bean
[Tweet] https://twitter.com/SomersetBean/status/818512769892974594,2017-01-09 09:42:16,Bean
[Tweet] https://twitter.com/SomersetBean/status/822200671629930499,2017-01-19 13:57:29,Bean
so wonderful to see this particular chapter end 🙂 <3,2017-05-21 11:27:18,Bean
onto the next anniversary…,2017-05-21 11:27:30,Bean
"planning graphics for the big 5 year ‘anniversary’, so any rough ideas or specifics re those – including which aspects are a priority for an infographic – would be gratefully appreciated 🙂",2017-05-21 11:29:38,Bean
great – thx 🙂,2017-05-21 11:57:07,Bean
something that hasn’t gone unnoticed by many corbyn supporters – even the woman at the bustop today – more exposure of the ‘liberals’ – bring it on!,2017-06-06 12:21:20,Bean
[Tweet] https://twitter.com/WLArtForce/status/874982219521163265,2017-06-14 06:33:01,Bean
[Tweet] https://twitter.com/SomersetBean/status/876488090470240256,2017-06-18 10:30:15,Bean
update of an oldie today and a new one from @wlartforce tomorrow 🙂,2017-06-18 10:31:21,Bean
[Tweet] https://twitter.com/WLArtForce/status/876702430695747584,2017-06-19 00:29:25,Bean
Australia’s Special Envoy for Human Rights: http://www.abc.net.au/news/2016-02-09/barns-philip-ruddocks-human-rights-credentials/7151982https://www.greenleft.org.au/content/philip-ruddock-minister-racism,2017-07-12 15:24:44,Bean
[Tweet] https://twitter.com/Scottludlam/status/885713829610405893 this is sad,2017-07-14 02:21:31,Bean
[Card-summary] http://www.abc.net.au/news/2017-07-14/barrie-cassidy-speaks-on-scott-ludlams-resignation/8710212 yep possibility of a comeback http://www.abc.net.au/news/2017-07-14/barrie-cassidy-speaks-on-scott-ludlams-resignation/8710212,2017-07-14 05:16:33,Bean
[Tweet] https://twitter.com/WLArtForce/status/897767986509041664,2017-08-16 04:20:24,Bean
no probs – ‘happy’ vigilling x,2017-08-16 06:27:27,Bean
safe travels!,2017-08-16 06:34:53,Bean
